지점,지점명,일시,평균 전운량(1/10),평균 중하층운량(1/10)
112,인천,2023-11-14,1.8,0.3
272,영주,2023-11-14,1.6,0.5
152,울산,2023-11-14,1.1,0
188,성산,2023-11-14,7.9,6.1
281,영천,2023-11-14,2,0.8
255,북창원,2023-11-14,1.4,0.6
170,완도,2023-11-14,5.9,4.5
95,철원,2023-11-14,2.9,1.5
248,장수,2023-11-14,4.1,2.9
93,북춘천,2023-11-14,4.1,0.3
296,북부산,2023-11-14,1.5,0.9
174,순천,2023-11-14,2.1,0.3
99,파주,2023-11-14,3.6,0.9
263,의령군,2023-11-14,1.5,0.9
90,속초,2023-11-14,2.8,1.6
216,태백,2023-11-14,1.9,0
236,부여,2023-11-14,3.5,1.9
136,안동,2023-11-14,0.8,0.5
211,인제,2023-11-14,2.6,0.1
143,대구,2023-11-14,1.3,1.3
253,김해시,2023-11-14,1.4,0.1
252,영광군,2023-11-14,7.9,6.4
212,홍천,2023-11-14,2.6,0
185,고산,2023-11-14,9.3,7.1
203,이천,2023-11-14,2.3,1.1
295,남해,2023-11-14,1.5,0.5
108,서울,2023-11-14,2.3,0
169,흑산도,2023-11-14,8.1,7.4
217,정선군,2023-11-14,2.6,0
277,영덕,2023-11-14,1.6,0
261,해남,2023-11-14,6.8,5.6
276,청송군,2023-11-14,0.9,0
254,순창군,2023-11-14,5.3,3.9
130,울진,2023-11-14,1.9,0.8
285,합천,2023-11-14,1.8,1.5
189,서귀포,2023-11-14,6.3,6.3
239,세종,2023-11-14,3.5,3.3
131,청주,2023-11-14,4.5,4.5
156,광주,2023-11-14,6.4,6.4
273,문경,2023-11-14,1.8,0
264,함양군,2023-11-14,0.9,0.3
98,동두천,2023-11-14,3.5,1.6
259,강진군,2023-11-14,4.1,2.8
114,원주,2023-11-14,2.6,0.8
137,상주,2023-11-14,1.8,0.4
172,고창,2023-11-14,6.3,5.9
121,영월,2023-11-14,3.6,2.6
104,북강릉,2023-11-14,2.6,0.1
266,광양시,2023-11-14,1.6,0.6
177,홍성,2023-11-14,7,5.9
251,고창군,2023-11-14,6.4,5.6
155,창원,2023-11-14,0.1,0
181,서청주,2023-11-14,2.1,2
284,거창,2023-11-14,1.5,0.9
244,임실,2023-11-14,4.3,3.3
202,양평,2023-11-14,2.5,1
135,추풍령,2023-11-14,4.3,2.9
247,남원,2023-11-15,2.1,0.3
262,고흥,2023-11-15,1.4,0.6
170,완도,2023-11-15,3.3,0.9
140,군산,2023-11-15,5,3.9
131,청주,2023-11-15,2.5,1.6
248,장수,2023-11-15,3,1.3
121,영월,2023-11-15,1,0.8
244,임실,2023-11-15,2.6,0.3
105,강릉,2023-11-15,0.5,0
99,파주,2023-11-15,3.8,2.9
108,서울,2023-11-15,4,2.8
192,진주,2023-11-15,1.3,0.9
177,홍성,2023-11-15,4.1,2.1
284,거창,2023-11-15,1.8,0.8
135,추풍령,2023-11-15,1.6,0.1
212,홍천,2023-11-15,1.5,0
130,울진,2023-11-15,0,0
285,합천,2023-11-15,1,0
95,철원,2023-11-15,2,0.8
217,정선군,2023-11-15,1.1,0
254,순창군,2023-11-15,3.3,1.8
263,의령군,2023-11-15,0.8,0
143,대구,2023-11-15,0.6,0
252,영광군,2023-11-15,4.5,2
277,영덕,2023-11-15,0.1,0
203,이천,2023-11-15,2.5,0.9
102,백령도,2023-11-15,7.3,4.6
276,청송군,2023-11-15,0,0
136,안동,2023-11-15,0,0
184,제주,2023-11-15,4.4,3.5
119,수원,2023-11-15,4.3,3.5
264,함양군,2023-11-15,1.5,0.1
201,강화,2023-11-15,7,5.1
162,통영,2023-11-15,1.6,0
188,성산,2023-11-15,4.6,3.6
279,구미,2023-11-15,0.9,0.3
159,부산,2023-11-15,0,0
106,동해,2023-11-15,0.1,0
243,부안,2023-11-15,4.4,2.1
239,세종,2023-11-15,2.9,1.9
168,여수,2023-11-15,0.9,0
278,의성,2023-11-15,0.9,0
258,보성군,2023-11-15,1.9,1.1
146,전주,2023-11-15,4.3,2.9
232,천안,2023-11-15,2.9,1.9
235,보령,2023-11-15,6.1,4.5
245,정읍,2023-11-15,2.3,0.8
271,봉화,2023-11-15,0.1,0
238,금산,2023-11-15,1.4,0.1
283,경주시,2023-11-15,0,0
169,흑산도,2023-11-15,3.6,1.6
289,산청,2023-11-15,0.9,0.3
93,북춘천,2023-11-15,1.6,0.1
181,서청주,2023-11-15,2.3,0.4
165,목포,2023-11-15,2.9,0.8
226,보은,2023-11-15,1.4,0
288,밀양,2023-11-15,0.9,0
189,서귀포,2023-11-15,4.1,1.9
90,속초,2023-11-15,1.3,0
296,북부산,2023-11-15,0.5,0.1
104,북강릉,2023-11-15,0,0
221,제천,2023-11-15,1.4,0
202,양평,2023-11-15,1.6,1
137,상주,2023-11-15,1,0
251,고창군,2023-11-15,2.1,0.9
127,충주,2023-11-15,2.4,1.9
112,인천,2023-11-15,6.4,5.6
273,문경,2023-11-15,1.3,0
133,대전,2023-11-15,2.9,1.4
172,고창,2023-11-15,3.5,1.3
268,진도군,2023-11-15,2.6,1.8
255,북창원,2023-11-15,0.8,0
259,강진군,2023-11-15,2.8,0.4
152,울산,2023-11-15,0,0
101,춘천,2023-11-15,1.5,-999
257,양산시,2023-11-15,0.1,0
281,영천,2023-11-15,0.4,0
156,광주,2023-11-15,2,0.9
138,포항,2023-11-15,0,0
294,거제,2023-11-15,1.4,0.6
272,영주,2023-11-15,0.6,0
155,창원,2023-11-15,0.8,0
100,대관령,2023-11-15,0.8,0.5
115,울릉도,2023-11-15,6,5.3
174,순천,2023-11-15,1.5,0.8
185,고산,2023-11-15,4.9,2.1
295,남해,2023-11-15,1.5,0
216,태백,2023-11-15,0,0
129,서산,2023-11-15,6,4.5
211,인제,2023-11-15,1.5,0
236,부여,2023-11-15,3.3,1
266,광양시,2023-11-15,1.5,0
98,동두천,2023-11-15,2.5,1.1
114,원주,2023-11-15,1.5,0
253,김해시,2023-11-15,0.5,0
261,해남,2023-11-15,3.1,0.5
260,장흥,2023-11-15,2.6,0.4
172,고창,2023-11-16,8.8,1.5
203,이천,2023-11-16,8.9,7.5
264,함양군,2023-11-16,8,1.9
108,서울,2023-11-16,9,7
137,상주,2023-11-16,7.5,5.4
245,정읍,2023-11-16,7.6,4.4
155,창원,2023-11-16,7.8,2.6
257,양산시,2023-11-16,8.3,2.1
295,남해,2023-11-16,7.3,4.5
261,해남,2023-11-16,8,5.5
281,영천,2023-11-16,8,3.6
235,보령,2023-11-16,8.9,7
102,백령도,2023-11-16,9,6.9
156,광주,2023-11-16,8.6,5.9
184,제주,2023-11-16,9.1,4.1
276,청송군,2023-11-16,7.6,1.1
135,추풍령,2023-11-16,7.4,7
248,장수,2023-11-16,7.3,3.1
119,수원,2023-11-16,8.4,4.8
185,고산,2023-11-16,8.4,5.4
277,영덕,2023-11-16,8.4,4.4
254,순창군,2023-11-16,7,1.8
95,철원,2023-11-16,7.9,7
285,합천,2023-11-16,8.8,3.9
255,북창원,2023-11-16,8.4,2
93,북춘천,2023-11-16,10,6.9
136,안동,2023-11-16,8.6,5.3
181,서청주,2023-11-16,7.8,4.5
263,의령군,2023-11-16,8.4,3.3
143,대구,2023-11-16,7.9,5.4
189,서귀포,2023-11-16,9,4.5
271,봉화,2023-11-16,7.6,2.5
232,천안,2023-11-16,8.3,7.3
284,거창,2023-11-16,7.4,4.5
216,태백,2023-11-16,6.9,4.1
104,북강릉,2023-11-16,7.5,3.8
211,인제,2023-11-16,8.8,3.9
177,홍성,2023-11-16,9.1,4.8
252,영광군,2023-11-16,9.4,1.3
202,양평,2023-11-16,8.4,4.9
101,춘천,2023-11-16,8.4,-999
273,문경,2023-11-16,8,2.5
239,세종,2023-11-16,8.8,4.6
212,홍천,2023-11-16,8.8,4.9
130,울진,2023-11-16,7.3,4.1
294,거제,2023-11-16,8.5,5.8
146,전주,2023-11-16,9.3,6
90,속초,2023-11-16,8.1,6.5
278,의성,2023-11-16,7.5,2.1
165,목포,2023-11-16,9,5
100,대관령,2023-11-16,8.4,7.8
226,보은,2023-11-16,7.9,3.8
201,강화,2023-11-16,9.5,7.9
192,진주,2023-11-16,8.4,6.4
296,북부산,2023-11-16,8.1,4.1
253,김해시,2023-11-16,8,3.4
244,임실,2023-11-16,7.3,2.9
262,고흥,2023-11-16,7.4,4.4
260,장흥,2023-11-16,7.8,3.8
105,강릉,2023-11-16,8.3,4.9
288,밀양,2023-11-16,7.6,3.6
266,광양시,2023-11-16,7.9,3.3
115,울릉도,2023-11-16,8.4,4.6
272,영주,2023-11-16,7.3,1.8
98,동두천,2023-11-16,8.3,8
131,청주,2023-11-16,9.3,7.8
129,서산,2023-11-16,9.3,4
170,완도,2023-11-16,8.5,5
236,부여,2023-11-16,9.3,2.1
247,남원,2023-11-16,8.4,5.6
114,원주,2023-11-16,8.8,6.4
121,영월,2023-11-16,7.4,5.6
169,흑산도,2023-11-16,9.6,7.3
283,경주시,2023-11-16,7.3,1.8
289,산청,2023-11-16,8.1,2.8
140,군산,2023-11-16,8,5.9
162,통영,2023-11-16,8,3.8
127,충주,2023-11-16,8.8,8.1
112,인천,2023-11-16,9.9,6.5
243,부안,2023-11-16,8.4,2.8
133,대전,2023-11-16,8.3,4.4
251,고창군,2023-11-16,6.5,4.3
138,포항,2023-11-16,6.4,1.5
268,진도군,2023-11-16,7.8,7
217,정선군,2023-11-16,8.5,3.3
221,제천,2023-11-16,8.8,0.8
159,부산,2023-11-16,7.8,1.6
168,여수,2023-11-16,6.8,3.6
238,금산,2023-11-16,8.1,7.5
259,강진군,2023-11-16,7.9,2.5
174,순천,2023-11-16,7.9,3.8
188,성산,2023-11-16,7.9,4.3
99,파주,2023-11-16,9.1,8.8
258,보성군,2023-11-16,8.3,3
152,울산,2023-11-16,7.1,1.9
279,구미,2023-11-16,9.3,6.3
106,동해,2023-11-16,7.6,3.4
277,영덕,2023-11-17,3.1,1.4
127,충주,2023-11-17,3.1,2.6
243,부안,2023-11-17,8,6.8
146,전주,2023-11-17,8.5,6.1
185,고산,2023-11-17,7,3.6
100,대관령,2023-11-17,4.4,3.8
121,영월,2023-11-17,3.5,2.8
156,광주,2023-11-17,8.8,7.5
283,경주시,2023-11-17,3.4,1.8
276,청송군,2023-11-17,4.3,2.8
184,제주,2023-11-17,9,7.9
155,창원,2023-11-17,2.6,1
129,서산,2023-11-17,7.1,5.1
152,울산,2023-11-17,1.9,1.9
260,장흥,2023-11-17,8.1,5.5
211,인제,2023-11-17,3.8,2.4
104,북강릉,2023-11-17,2.9,1.3
239,세종,2023-11-17,5.1,2.5
284,거창,2023-11-17,5.9,4.3
251,고창군,2023-11-17,8.6,7
254,순창군,2023-11-17,5.5,2
99,파주,2023-11-17,2.8,2
90,속초,2023-11-17,3,1.4
248,장수,2023-11-17,6.4,2.8
212,홍천,2023-11-17,4.5,3.3
181,서청주,2023-11-17,5,2.4
271,봉화,2023-11-17,4.1,2.6
159,부산,2023-11-17,2.9,2.9
143,대구,2023-11-17,5.6,5.3
105,강릉,2023-11-17,3.3,1
255,북창원,2023-11-17,4.4,1.9
268,진도군,2023-11-17,8.3,6.5
226,보은,2023-11-17,4.1,3.1
262,고흥,2023-11-17,6.1,4.6
162,통영,2023-11-17,3.6,2.3
138,포항,2023-11-17,2.4,1.5
247,남원,2023-11-17,6.6,3.9
137,상주,2023-11-17,5.4,4.6
278,의성,2023-11-17,5.5,3.5
261,해남,2023-11-17,9,7.9
108,서울,2023-11-17,4.3,3.5
273,문경,2023-11-17,3.3,2.1
257,양산시,2023-11-17,3,1.5
106,동해,2023-11-17,3.5,0.9
98,동두천,2023-11-17,3.9,3.9
238,금산,2023-11-17,7.3,7.3
253,김해시,2023-11-17,3.1,0.8
201,강화,2023-11-17,3,2.4
236,부여,2023-11-17,5.6,2.8
272,영주,2023-11-17,4.1,3.1
168,여수,2023-11-17,3.8,2.5
232,천안,2023-11-17,6.3,6
245,정읍,2023-11-17,7.9,6.9
244,임실,2023-11-17,7,6.1
264,함양군,2023-11-17,6.4,2.8
216,태백,2023-11-17,5.1,4.5
202,양평,2023-11-17,5,3.3
115,울릉도,2023-11-17,6.4,5.8
288,밀양,2023-11-17,5.6,3.8
93,북춘천,2023-11-17,4.4,3.1
296,북부산,2023-11-17,3.3,0.3
221,제천,2023-11-17,5,2.8
165,목포,2023-11-17,9.5,7.5
133,대전,2023-11-17,6.1,3.1
259,강진군,2023-11-17,7.3,2.6
102,백령도,2023-11-17,7.8,7.3
289,산청,2023-11-17,5.9,3
174,순천,2023-11-17,6,3
294,거제,2023-11-17,3.8,2.5
188,성산,2023-11-17,7,4
281,영천,2023-11-17,4.4,2.9
172,고창,2023-11-17,8.1,0.8
131,청주,2023-11-17,4.9,4
140,군산,2023-11-17,6.9,5
189,서귀포,2023-11-17,8.1,7.6
119,수원,2023-11-17,3.9,2.8
258,보성군,2023-11-17,6.8,3.8
235,보령,2023-11-17,7.1,6.5
203,이천,2023-11-17,4.8,4.1
130,울진,2023-11-17,4.1,1.5
295,남해,2023-11-17,4.1,2.5
263,의령군,2023-11-17,3.9,1.6
95,철원,2023-11-17,5,4.6
101,춘천,2023-11-17,3.9,-999
217,정선군,2023-11-17,4.1,2.8
135,추풍령,2023-11-17,6.6,6.5
252,영광군,2023-11-17,9.1,2.1
114,원주,2023-11-17,4,2.6
170,완도,2023-11-17,7.9,5.6
112,인천,2023-11-17,3.9,3.4
279,구미,2023-11-17,6.9,4.6
177,홍성,2023-11-17,5.6,5.6
285,합천,2023-11-17,5,1.9
136,안동,2023-11-17,4.5,4.5
192,진주,2023-11-17,4,3.6
266,광양시,2023-11-17,4.3,1.4
169,흑산도,2023-11-17,8.9,7.4
170,완도,2023-11-18,7.9,7
281,영천,2023-11-18,1.1,0.8
172,고창,2023-11-18,8.4,4
156,광주,2023-11-18,7.5,7.5
294,거제,2023-11-18,1,0.8
169,흑산도,2023-11-18,8.6,8.1
192,진주,2023-11-18,1.3,1.3
277,영덕,2023-11-18,0,0
152,울산,2023-11-18,1.3,1.3
138,포항,2023-11-18,0.8,0.8
217,정선군,2023-11-18,0.8,0.3
259,강진군,2023-11-18,7.4,5.4
268,진도군,2023-11-18,8.4,7.4
133,대전,2023-11-18,4.8,4.5
165,목포,2023-11-18,8.6,8.5
235,보령,2023-11-18,6,5.8
221,제천,2023-11-18,0.9,0.4
226,보은,2023-11-18,3.6,3.1
239,세종,2023-11-18,5.3,3
136,안동,2023-11-18,0,0
288,밀양,2023-11-18,1.9,1.5
98,동두천,2023-11-18,0,0
212,홍천,2023-11-18,0.1,0
100,대관령,2023-11-18,0.4,0.3
202,양평,2023-11-18,0.1,0.1
216,태백,2023-11-18,0,0
189,서귀포,2023-11-18,4.1,4.1
245,정읍,2023-11-18,5,4.8
285,합천,2023-11-18,1.8,1.1
90,속초,2023-11-18,0.9,0
114,원주,2023-11-18,0.6,0
121,영월,2023-11-18,1.3,1.3
296,북부산,2023-11-18,0.9,0.3
168,여수,2023-11-18,3.5,3.3
272,영주,2023-11-18,2.5,0.5
279,구미,2023-11-18,3.1,3
236,부여,2023-11-18,4.1,3.4
201,강화,2023-11-18,0.1,0
135,추풍령,2023-11-18,4.5,4.5
295,남해,2023-11-18,2.4,1
255,북창원,2023-11-18,0.9,0.4
253,김해시,2023-11-18,0.9,0.6
155,창원,2023-11-18,0.5,0.5
251,고창군,2023-11-18,6.6,6.3
181,서청주,2023-11-18,3,2.5
112,인천,2023-11-18,0.4,0.4
211,인제,2023-11-18,0.6,0.5
185,고산,2023-11-18,8.4,7.5
247,남원,2023-11-18,7,6.3
184,제주,2023-11-18,8.4,8
127,충주,2023-11-18,0.8,0.6
137,상주,2023-11-18,1.9,1.5
261,해남,2023-11-18,8.5,7.3
104,북강릉,2023-11-18,0,0
257,양산시,2023-11-18,1.3,0.8
273,문경,2023-11-18,1.4,0.5
101,춘천,2023-11-18,0.3,-999
108,서울,2023-11-18,0,0
266,광양시,2023-11-18,3.5,2.3
260,장흥,2023-11-18,6,5.8
102,백령도,2023-11-18,6.3,6.3
115,울릉도,2023-11-18,6.1,6.1
131,청주,2023-11-18,4.5,4.5
140,군산,2023-11-18,4.1,3.6
105,강릉,2023-11-18,0.3,0
244,임실,2023-11-18,6.5,6
262,고흥,2023-11-18,6.1,4.6
278,의성,2023-11-18,0.5,0.4
162,통영,2023-11-18,1.8,0.5
106,동해,2023-11-18,0,0
159,부산,2023-11-18,0.3,0.3
238,금산,2023-11-18,4.9,4.9
243,부안,2023-11-18,7.8,6.8
146,전주,2023-11-18,6.1,6
232,천안,2023-11-18,3.1,2.8
264,함양군,2023-11-18,3.3,1
119,수원,2023-11-18,0,0
271,봉화,2023-11-18,0,0
177,홍성,2023-11-18,5.9,5.9
284,거창,2023-11-18,4.3,1.1
130,울진,2023-11-18,0,0
254,순창군,2023-11-18,5.6,4.4
95,철원,2023-11-18,0.1,0
143,대구,2023-11-18,1.6,1.6
263,의령군,2023-11-18,0.9,0.4
252,영광군,2023-11-18,8.9,3.6
248,장수,2023-11-18,5.4,3.1
203,이천,2023-11-18,0.1,0
276,청송군,2023-11-18,0.8,0
188,성산,2023-11-18,7.3,6
174,순천,2023-11-18,7.4,4.5
258,보성군,2023-11-18,6,3.6
99,파주,2023-11-18,0.1,0
129,서산,2023-11-18,5.9,5.5
283,경주시,2023-11-18,1.4,0.5
289,산청,2023-11-18,2.6,1.6
93,북춘천,2023-11-18,0.4,0.4
284,거창,2023-11-19,2,0.9
135,추풍령,2023-11-19,3.6,2.9
93,북춘천,2023-11-19,4.6,4.6
130,울진,2023-11-19,1.5,0.8
279,구미,2023-11-19,1.8,1.5
177,홍성,2023-11-19,4.4,4.4
119,수원,2023-11-19,3.4,3.4
114,원주,2023-11-19,4.1,3.4
217,정선군,2023-11-19,4.1,3.6
285,합천,2023-11-19,1.9,1
271,봉화,2023-11-19,5.1,3.6
165,목포,2023-11-19,3.9,3.4
277,영덕,2023-11-19,3,1.3
288,밀양,2023-11-19,0.3,0.3
263,의령군,2023-11-19,0.8,0.8
168,여수,2023-11-19,1.4,1.4
264,함양군,2023-11-19,3.4,2.3
232,천안,2023-11-19,3.4,3.3
238,금산,2023-11-19,4.4,4.4
296,북부산,2023-11-19,0,0
272,영주,2023-11-19,5.1,4
146,전주,2023-11-19,4.1,4.1
236,부여,2023-11-19,3.8,3.4
243,부안,2023-11-19,4.4,2.9
255,북창원,2023-11-19,0,0
155,창원,2023-11-19,0.1,0.1
101,춘천,2023-11-19,3.3,-999
259,강진군,2023-11-19,3.3,2.6
212,홍천,2023-11-19,3.5,3.1
102,백령도,2023-11-19,1.3,0.8
90,속초,2023-11-19,1.1,1.1
136,안동,2023-11-19,3.8,3.8
239,세종,2023-11-19,3.9,1.1
98,동두천,2023-11-19,4.4,2.9
235,보령,2023-11-19,5.1,4.1
276,청송군,2023-11-19,2.6,2.1
203,이천,2023-11-19,3.8,3.6
245,정읍,2023-11-19,4.5,3.3
115,울릉도,2023-11-19,2.4,2
169,흑산도,2023-11-19,3,3
254,순창군,2023-11-19,6,4
248,장수,2023-11-19,5.8,3.9
170,완도,2023-11-19,2.4,1.8
252,영광군,2023-11-19,4.4,1.6
192,진주,2023-11-19,0.9,0.4
221,제천,2023-11-19,4.3,2.8
127,충주,2023-11-19,3.1,3
112,인천,2023-11-19,3.1,3.1
95,철원,2023-11-19,3.6,3.5
226,보은,2023-11-19,4,3.1
184,제주,2023-11-19,4.9,4.9
143,대구,2023-11-19,1,1
266,광양시,2023-11-19,3.1,1.3
129,서산,2023-11-19,3.5,2.9
99,파주,2023-11-19,5,3.6
201,강화,2023-11-19,2.6,1.4
174,순천,2023-11-19,4.6,3.4
260,장흥,2023-11-19,4.1,2.5
278,의성,2023-11-19,3.4,2.6
262,고흥,2023-11-19,2.1,0.5
137,상주,2023-11-19,2.4,2.3
261,해남,2023-11-19,2.9,1.9
283,경주시,2023-11-19,0.8,0.1
152,울산,2023-11-19,0,0
185,고산,2023-11-19,3.8,3.4
211,인제,2023-11-19,3.5,2.6
244,임실,2023-11-19,5.4,3.6
247,남원,2023-11-19,5.3,3.5
216,태백,2023-11-19,4.3,2
105,강릉,2023-11-19,1.5,1
181,서청주,2023-11-19,2.8,1.5
189,서귀포,2023-11-19,0.9,0.9
140,군산,2023-11-19,4,3.5
202,양평,2023-11-19,3.5,2.4
100,대관령,2023-11-19,3.3,2.8
131,청주,2023-11-19,3.9,3.9
172,고창,2023-11-19,4.3,1.4
281,영천,2023-11-19,2,0.6
188,성산,2023-11-19,1.6,0.6
295,남해,2023-11-19,1.4,0.8
133,대전,2023-11-19,3.4,3.4
268,진도군,2023-11-19,2.3,1.9
294,거제,2023-11-19,0.4,0
162,통영,2023-11-19,0.4,0
138,포항,2023-11-19,1.5,1.5
121,영월,2023-11-19,5.6,4.4
104,북강릉,2023-11-19,1.6,1.6
289,산청,2023-11-19,2.4,1.6
251,고창군,2023-11-19,3.8,3.4
258,보성군,2023-11-19,4.1,2.1
273,문경,2023-11-19,4.1,2
108,서울,2023-11-19,2.6,2.6
159,부산,2023-11-19,0,0
257,양산시,2023-11-19,0.1,0
106,동해,2023-11-19,1.3,0.4
253,김해시,2023-11-19,0.1,0
248,장수,2023-11-20,0,0
284,거창,2023-11-20,0,0
259,강진군,2023-11-20,0,0
108,서울,2023-11-20,0,0
140,군산,2023-11-20,0,0
244,임실,2023-11-20,0,0
100,대관령,2023-11-20,0.1,0.1
119,수원,2023-11-20,0,0
90,속초,2023-11-20,0,0
245,정읍,2023-11-20,0,0
131,청주,2023-11-20,0,0
288,밀양,2023-11-20,0.1,0
251,고창군,2023-11-20,0,0
136,안동,2023-11-20,0,0
281,영천,2023-11-20,0.3,0
133,대전,2023-11-20,0,0
146,전주,2023-11-20,0,0
243,부안,2023-11-20,0,0
102,백령도,2023-11-20,0.1,0
253,김해시,2023-11-20,0,0
115,울릉도,2023-11-20,4.8,4.8
252,영광군,2023-11-20,0,0
138,포항,2023-11-20,0,0
152,울산,2023-11-20,0,0
93,북춘천,2023-11-20,0,0
114,원주,2023-11-20,0,0
283,경주시,2023-11-20,0,0
279,구미,2023-11-20,0.3,0.3
130,울진,2023-11-20,0.1,0
104,북강릉,2023-11-20,0,0
285,합천,2023-11-20,0,0
137,상주,2023-11-20,0,0
129,서산,2023-11-20,0,0
95,철원,2023-11-20,0,0
255,북창원,2023-11-20,0,0
112,인천,2023-11-20,0,0
258,보성군,2023-11-20,0,0
289,산청,2023-11-20,0,0
135,추풍령,2023-11-20,0,0
101,춘천,2023-11-20,0,-999
277,영덕,2023-11-20,0,0
143,대구,2023-11-20,0,0
106,동해,2023-11-20,0.3,0
247,남원,2023-11-20,0,0
105,강릉,2023-11-20,0,0
121,영월,2023-11-20,0,0
127,충주,2023-11-20,0.1,0.1
257,양산시,2023-11-20,0,0
254,순창군,2023-11-20,0,0
278,의성,2023-11-20,0,0
212,홍천,2023-11-20,0,0
221,제천,2023-11-20,0,0
260,장흥,2023-11-20,0,0
203,이천,2023-11-20,0,0
174,순천,2023-11-20,0,0
294,거제,2023-11-20,0.3,0
201,강화,2023-11-20,0,0
235,보령,2023-11-20,0.3,0.3
238,금산,2023-11-20,0,0
239,세종,2023-11-20,0,0
155,창원,2023-11-20,0,0
295,남해,2023-11-20,0.1,0
192,진주,2023-11-20,0,0
266,광양시,2023-11-20,0,0
162,통영,2023-11-20,0,0
272,영주,2023-11-20,0,0
273,문경,2023-11-20,0,0
217,정선군,2023-11-20,0,0
236,부여,2023-11-20,0,0
276,청송군,2023-11-20,0,0
168,여수,2023-11-20,0,0
188,성산,2023-11-20,1,0.5
211,인제,2023-11-20,0.3,0
169,흑산도,2023-11-20,0.1,0.1
232,천안,2023-11-20,0,0
165,목포,2023-11-20,0.3,0.3
226,보은,2023-11-20,0,0
261,해남,2023-11-20,0,0
296,북부산,2023-11-20,0,0
99,파주,2023-11-20,0,0
271,봉화,2023-11-20,0,0
159,부산,2023-11-20,0,0
202,양평,2023-11-20,0,0
216,태백,2023-11-20,0,0
189,서귀포,2023-11-20,0.3,0.3
185,고산,2023-11-20,1,1
181,서청주,2023-11-20,0,0
172,고창,2023-11-20,0,0
184,제주,2023-11-20,1.1,1.1
268,진도군,2023-11-20,0.3,1.9
264,함양군,2023-11-20,0,0
156,광주,2023-11-20,0,0
177,홍성,2023-11-20,0,0
263,의령군,2023-11-20,0,0
98,동두천,2023-11-20,0,0
262,고흥,2023-11-20,0.3,0
170,완도,2023-11-20,0,0
254,순창군,2023-11-21,0,0
203,이천,2023-11-21,0,0
184,제주,2023-11-21,2.5,2.3
232,천안,2023-11-21,0,0
129,서산,2023-11-21,0,0
276,청송군,2023-11-21,0,0
261,해남,2023-11-21,0.1,0.1
156,광주,2023-11-21,0,0
257,양산시,2023-11-21,0,0
100,대관령,2023-11-21,0,0
136,안동,2023-11-21,2.5,2.5
114,원주,2023-11-21,0,0
279,구미,2023-11-21,0.4,0.3
177,홍성,2023-11-21,0,0
247,남원,2023-11-21,0,0
101,춘천,2023-11-21,0,-999
121,영월,2023-11-21,0.1,0.1
281,영천,2023-11-21,0.4,0
159,부산,2023-11-21,0,0
202,양평,2023-11-21,0,0
216,태백,2023-11-21,0,0
127,충주,2023-11-21,0,0
146,전주,2023-11-21,0,0
245,정읍,2023-11-21,0,0
98,동두천,2023-11-21,0.3,0
288,밀양,2023-11-21,0.1,0
133,대전,2023-11-21,0,0
108,서울,2023-11-21,0,0
172,고창,2023-11-21,0,0
226,보은,2023-11-21,0,0
169,흑산도,2023-11-21,0,0
264,함양군,2023-11-21,0.1,0
260,장흥,2023-11-21,0.3,0
201,강화,2023-11-21,0.6,0
289,산청,2023-11-21,0,0
112,인천,2023-11-21,0,0
174,순천,2023-11-21,0,0
259,강진군,2023-11-21,0,0
192,진주,2023-11-21,0.3,0.1
106,동해,2023-11-21,0.3,0
266,광양시,2023-11-21,0.3,0
131,청주,2023-11-21,0,0
217,정선군,2023-11-21,0.1,0
138,포항,2023-11-21,0,0
258,보성군,2023-11-21,1,0
143,대구,2023-11-21,0,0
285,합천,2023-11-21,0.1,0
253,김해시,2023-11-21,0.1,0
152,울산,2023-11-21,0,0
189,서귀포,2023-11-21,2.4,2.4
243,부안,2023-11-21,0,0
277,영덕,2023-11-21,0.3,0
211,인제,2023-11-21,0.1,0
268,진도군,2023-11-21,0.3,1.9
284,거창,2023-11-21,0,0
168,여수,2023-11-21,0,0
102,백령도,2023-11-21,5.4,4.9
188,성산,2023-11-21,2.5,2.1
119,수원,2023-11-21,0,0
235,보령,2023-11-21,0.1,0.1
170,완도,2023-11-21,0.1,0
104,북강릉,2023-11-21,0,0
278,의성,2023-11-21,0,0
236,부여,2023-11-21,0,0
251,고창군,2023-11-21,0,0
262,고흥,2023-11-21,0.8,0
272,영주,2023-11-21,0.1,0
248,장수,2023-11-21,0,0
90,속초,2023-11-21,0.3,0
155,창원,2023-11-21,0,0
239,세종,2023-11-21,0.1,0
137,상주,2023-11-21,0.4,0
252,영광군,2023-11-21,0.1,0
244,임실,2023-11-21,0,0
165,목포,2023-11-21,0,0
273,문경,2023-11-21,0.1,0
255,북창원,2023-11-21,0,0
95,철원,2023-11-21,0,0
162,통영,2023-11-21,0,0
221,제천,2023-11-21,0,0
115,울릉도,2023-11-21,0,0
283,경주시,2023-11-21,0,0
105,강릉,2023-11-21,0.4,0
212,홍천,2023-11-21,0,0
296,북부산,2023-11-21,0,0
263,의령군,2023-11-21,0,0
130,울진,2023-11-21,0.3,0
185,고산,2023-11-21,1.8,1.5
140,군산,2023-11-21,0,0
295,남해,2023-11-21,0,0
271,봉화,2023-11-21,0,0
93,북춘천,2023-11-21,0,0
181,서청주,2023-11-21,0.1,0
294,거제,2023-11-21,0.1,0
99,파주,2023-11-21,0.1,0
